"_ano_pesquisa","situacao_de_trabalho","setor","numero_de_funcionarios","modelo_de_trabalho_atual","qtd_respondentes"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Outra Opção","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Freelancer","Outra Opção","de 101 a 500","Modelo 100% remoto","1"
"2024","Estagiário","Internet/Ecommerce","Acima de 3.000","Modelo 100% remoto","1"
"2024","Empregado (CLT)","Setor Imobiliário/ Construção Civil","de 101 a 500","Modelo 100% remoto","1"
"2024","Estagiário","Agronegócios","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Estagiário","Tecnologia/Fábrica de Software","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Tecnologia/Fábrica de Software","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 6 a 10","Modelo 100% remoto","1"
"2024","Servidor Público","Setor Público","de 101 a 500","Modelo 100% remoto","1"
"2024","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 6 a 10","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 1.001 a 3.000","Modelo 100% presencial","1"
"2024","Estagiário","Finanças ou Bancos","de 101 a 500","Modelo 100% presencial","1"
"2024","Desempregado e não estou buscando recolocação","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Modelo 100% remoto","1"
"2024","Servidor Público","Área da Saúde","de 11 a 50","Modelo 100% presencial","1"
"2024","Freelancer","Indústria","de 1 a 5","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Estagiário","Setor Farmaceutico","Acima de 3.000","Modelo 100% presencial","1"
"2024","Estagiário","Outra Opção","de 501 a 1.000","Modelo 100% presencial","1"
"2024","Empregado (CLT)","Agronegócios","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Educação","de 1 a 5","Modelo 100% remoto","1"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Internet/Ecommerce","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empregado (CLT)","Agronegócios","de 1 a 5","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Seguros ou Previdência","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 6 a 10","Modelo 100% remoto","1"
"2024","Freelancer","Filantropia/ONG's","de 6 a 10","Modelo 100% remoto","1"
"2024","Estagiário","Filantropia/ONG's","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empregado (CLT)","Setor Público","de 51 a 100","Modelo 100% presencial","1"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Entretenimento ou Esportes","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Prefiro não informar","Setor Imobiliário/ Construção Civil","de 51 a 100","Modelo 100% presencial","1"
"2024","Empregado (CLT)","Entretenimento ou Esportes","de 501 a 1.000","Modelo 100% presencial","1"
"2024","Estagiário","Setor Farmaceutico","Acima de 3.000","Modelo 100% remoto","1"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Setor Público","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empregado (CLT)","Telecomunicação","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empregado (CLT)","Setor Alimentício","de 11 a 50","Modelo 100% remoto","1"
"2024","Freelancer","Educação","de 11 a 50","Modelo 100% presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Educação","de 1 a 5","Modelo 100% presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Entretenimento ou Esportes","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Desempregado e não estou buscando recolocação","Setor Automotivo","de 501 a 1.000","Modelo 100% presencial","1"
"2024","Estagiário","Outra Opção","de 6 a 10","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Varejo","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Servidor Público","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Modelo 100% presencial","1"
"2024","Servidor Público","Marketing","de 1 a 5","Modelo 100% remoto","1"
"2024","Empregado (CLT)","Setor Imobiliário/ Construção Civil","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Setor Alimentício","de 101 a 500","Modelo 100% remoto","1"
"2024","Empregado (CLT)","Outra Opção","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Educação","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Estagiário","Área da Saúde","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Varejo","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empregado (CLT)","Setor Alimentício","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Setor Automotivo","de 11 a 50","Modelo 100% remoto","1"
"2024","Empregado (CLT)","Internet/Ecommerce","de 1.001 a 3.000","Modelo 100% presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Área da Saúde","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Setor de Energia","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Servidor Público","Educação","de 11 a 50","Modelo 100% presencial","1"
"2024","Empregado (CLT)","Internet/Ecommerce","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Finanças ou Bancos","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","de 11 a 50","Modelo 100% presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 1 a 5","Modelo 100% presencial","1"
"2024","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Indústria","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Estagiário","Setor de Energia","de 101 a 500","Modelo 100% remoto","1"
"2024","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Setor Alimentício","de 51 a 100","Modelo 100% presencial","1"
"2024","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Tecnologia/Fábrica de Software","de 1 a 5","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Estagiário","Setor Imobiliário/ Construção Civil","de 501 a 1.000","Modelo 100% presencial","1"
"2024","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Marketing","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empregado (CLT)","Área da Saúde","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Setor Público","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Estagiário","Tecnologia/Fábrica de Software","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empregado (CLT)","Setor Farmaceutico","de 101 a 500","Modelo 100% presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 1 a 5","Modelo 100% presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Entretenimento ou Esportes","de 101 a 500","Modelo 100% presencial","1"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Tecnologia/Fábrica de Software","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empregado (CLT)","Internet/Ecommerce","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Setor Imobiliário/ Construção Civil","de 51 a 100","Modelo 100% presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Área da Saúde","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empregado (CLT)","Educação","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Setor Alimentício","de 101 a 500","Modelo 100% presencial","1"
"2024","Freelancer","Tecnologia/Fábrica de Software","de 101 a 500","Modelo 100% remoto","1"
"2024","Prefiro não informar","Outra Opção","de 1 a 5","Modelo 100% remoto","1"
"2024","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Indústria","de 501 a 1.000","Modelo 100% remoto","1"
"2024","Empregado (CLT)","Entretenimento ou Esportes","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Indústria","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Indústria","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Estagiário","Seguros ou Previdência","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Entretenimento ou Esportes","de 101 a 500","Modelo 100% remoto","1"
"2024","Empregado (CLT)","Setor de Energia","de 11 a 50","Modelo 100% remoto","1"
"2024","Empreendedor ou Empregado (CNPJ)","Educação","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Setor Farmaceutico","de 6 a 10","Modelo 100% remoto","1"
"2024","Empregado (CLT)","Educação","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Estagiário","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo 100% presencial","1"
"2024","Estagiário","Outra Opção","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Estagiário","Outra Opção","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Prefiro não informar","Área da Saúde","de 1 a 5","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Internet/Ecommerce","de 6 a 10","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Setor Alimentício","de 1 a 5","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Servidor Público","Educação","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Marketing","de 6 a 10","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empregado (CLT)","Internet/Ecommerce","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empregado (CLT)","Setor Automotivo","de 6 a 10","Modelo 100% presencial","1"
"2024","Estagiário","Internet/Ecommerce","de 1 a 5","Modelo 100% presencial","1"
"2024","Empregado (CLT)","Setor Alimentício","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Internet/Ecommerce","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","Acima de 3.000","Modelo 100% remoto","1"
"2024","Empregado (CLT)","Setor Automotivo","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2024","Empreendedor ou Empregado (CNPJ)","Educação","Acima de 3.000","Modelo 100% presencial","1"
"2024","Freelancer","Internet/Ecommerce","de 1.001 a 3.000","Modelo 100% remoto","1"
"2024","Estagiário","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Empreendedor ou Empregado (CNPJ)","Varejo","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2024","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Seguros ou Previdência","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Desempregado, buscando recolocação",,,,"167"
"2025","Empregado (CLT)","Finanças ou Bancos","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","105"
"2025","Empregado (CLT)","Finanças ou Bancos","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","101"
"2025","Empregado (CLT)","Finanças ou Bancos","Acima de 3.000","Modelo 100% remoto","83"
"2025","Empregado (CLT)","Tecnologia/Fábrica de Software","Acima de 3.000","Modelo 100% remoto","76"
"2025","Empregado (CLT)","Varejo","Acima de 3.000","Modelo 100% remoto","56"
"2025","Trabalho na área Acadêmica/Pesquisador",,,,"44"
