"_ano_pesquisa","situacao_de_trabalho","setor","numero_de_funcionarios","modelo_de_trabalho_atual","qtd_respondentes"
"2025","Empregado (CLT)","Setor Público","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Telecomunicação","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Setor Automotivo","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empreendedor ou Empregado (CNPJ)","Varejo","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Freelancer","Educação","Acima de 3.000","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Área da Saúde","Acima de 3.000","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Área da Saúde","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Educação","de 51 a 100","Modelo 100% presencial","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Marketing","de 51 a 100","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Indústria","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Setor Automotivo","de 1.001 a 3.000","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Indústria","de 1 a 5","Modelo 100% presencial","2"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Varejo","Acima de 3.000","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Setor de Energia","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Estagiário","Tecnologia/Fábrica de Software","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Setor Imobiliário/ Construção Civil","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Setor Farmaceutico","Acima de 3.000","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Área da Saúde","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Estagiário","Tecnologia/Fábrica de Software","de 101 a 500","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Área da Saúde","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 51 a 100","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Agronegócios","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Marketing","de 51 a 100","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Agronegócios","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Freelancer","Setor Público","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 101 a 500","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Seguros ou Previdência","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","de 11 a 50","Modelo 100% presencial","2"
"2025","Servidor Público","Finanças ou Bancos","Acima de 3.000","Modelo 100% presencial","2"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Filantropia/ONG's","de 51 a 100","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Agronegócios","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Finanças ou Bancos","Acima de 3.000","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Educação","de 501 a 1.000","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Varejo","de 51 a 100","Modelo 100% presencial","2"
"2025","Freelancer","Agronegócios","de 11 a 50","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","de 6 a 10","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Estagiário","Setor Público","de 101 a 500","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Entretenimento ou Esportes","de 101 a 500","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Área de Consultoria","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Setor Imobiliário/ Construção Civil","de 501 a 1.000","Modelo 100% remoto","2"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Educação","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Setor de Energia","de 6 a 10","Modelo 100% presencial","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Outra Opção","Acima de 3.000","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Filantropia/ONG's","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Finanças ou Bancos","de 6 a 10","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Estagiário","Área de Consultoria","de 6 a 10","Modelo 100% remoto","2"
"2025","Estagiário","Tecnologia/Fábrica de Software","de 11 a 50","Modelo 100% presencial","2"
"2025","Prefiro não informar","Outra Opção","de 1 a 5","Modelo 100% remoto","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Outra Opção","de 501 a 1.000","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 51 a 100","Modelo 100% presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Marketing","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Entretenimento ou Esportes","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Internet/Ecommerce","de 101 a 500","Modelo 100% presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Setor Público","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Estagiário","Tecnologia/Fábrica de Software","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Indústria","de 11 a 50","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Internet/Ecommerce","de 501 a 1.000","Modelo 100% remoto","2"
"2025","Servidor Público","Educação","de 1.001 a 3.000","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Seguros ou Previdência","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Área da Saúde","de 501 a 1.000","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Setor Público","de 1.001 a 3.000","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Educação","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Setor Automotivo","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Filantropia/ONG's","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Servidor Público","Setor Público","de 51 a 100","Modelo 100% presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Indústria","de 6 a 10","Modelo 100% remoto","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Indústria","Acima de 3.000","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","Acima de 3.000","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Setor de Energia","de 1.001 a 3.000","Modelo 100% presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Finanças ou Bancos","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Prefiro não informar","Área de Consultoria","Acima de 3.000","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Setor Alimentício","de 11 a 50","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Setor Imobiliário/ Construção Civil","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Setor Público","de 101 a 500","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Área da Saúde","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Marketing","de 6 a 10","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Setor Imobiliário/ Construção Civil","de 101 a 500","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Varejo","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Setor Público","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Educação","de 11 a 50","Modelo 100% remoto","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Finanças ou Bancos","de 11 a 50","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Tecnologia/Fábrica de Software","de 11 a 50","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Setor de Energia","de 101 a 500","Modelo 100% presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 6 a 10","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Setor Alimentício","Acima de 3.000","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Varejo","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Setor de Energia","de 101 a 500","Modelo 100% remoto","2"
"2025","Estagiário","Indústria","Acima de 3.000","Modelo 100% presencial","2"
"2025","Estagiário","Internet/Ecommerce","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Filantropia/ONG's","de 51 a 100","Modelo 100% presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 101 a 500","Modelo 100% presencial","2"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Indústria","de 51 a 100","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Agronegócios","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Marketing","de 11 a 50","Modelo 100% remoto","2"
"2025","Estagiário","Tecnologia/Fábrica de Software","de 51 a 100","Modelo 100% remoto","2"
"2025","Servidor Público","Finanças ou Bancos","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Freelancer","Finanças ou Bancos","de 101 a 500","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Marketing","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empreendedor ou Empregado (CNPJ)","Indústria","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Tecnologia/Fábrica de Software","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","de 6 a 10","Modelo 100% remoto","2"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Tecnologia/Fábrica de Software","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 11 a 50","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Marketing","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Estagiário","Outra Opção","Acima de 3.000","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Setor Farmaceutico","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 1 a 5","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Indústria","de 101 a 500","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 1 a 5","Modelo 100% remoto","2"
"2025","Servidor Público","Finanças ou Bancos","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Entretenimento ou Esportes","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Seguros ou Previdência","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Estagiário","Internet/Ecommerce","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empreendedor ou Empregado (CNPJ)","Educação","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Tecnologia/Fábrica de Software","de 11 a 50","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Setor Alimentício","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Servidor Público","Outra Opção","de 51 a 100","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Indústria","de 6 a 10","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Telecomunicação","de 51 a 100","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Telecomunicação","de 101 a 500","Modelo 100% presencial","2"
"2025","Empregado (CLT)","Entretenimento ou Esportes","de 1.001 a 3.000","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Educação","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Tecnologia/Fábrica de Software","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Empregado (CLT)","Setor Alimentício","de 1 a 5","Modelo 100% presencial","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Entretenimento ou Esportes","Acima de 3.000","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Varejo","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Setor Automotivo","de 11 a 50","Modelo 100% remoto","2"
"2025","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 11 a 50","Modelo 100% presencial","2"
"2025","Estagiário","Setor Público","Acima de 3.000","Modelo 100% presencial","2"
"2025","Empreendedor ou Empregado (CNPJ)","Educação","de 11 a 50","Modelo 100% remoto","2"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Entretenimento ou Esportes","de 51 a 100","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Área da Saúde","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Marketing","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2025","Servidor Público","Setor Público","de 501 a 1.000","Modelo 100% remoto","2"
"2025","Empregado (CLT)","Setor Público","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2025","Empregado (CLT)","Filantropia/ONG's","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Entretenimento ou Esportes","Acima de 3.000","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Marketing","de 1 a 5","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Tecnologia/Fábrica de Software","de 11 a 50","Modelo 100% presencial","1"
"2025","Estagiário","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 6 a 10","Modelo 100% remoto","1"
"2025","Freelancer","Área de Consultoria","de 51 a 100","Modelo 100% remoto","1"
"2025","Estagiário","Indústria","de 1.001 a 3.000","Modelo 100% remoto","1"
"2025","Desempregado e não estou buscando recolocação","Tecnologia/Fábrica de Software","Acima de 3.000","Modelo 100% remoto","1"
"2025","Estagiário","Internet/Ecommerce","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Setor Público","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empregado (CLT)","Setor de Energia","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Filantropia/ONG's","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Freelancer","Tecnologia/Fábrica de Software","de 1 a 5","Modelo 100% presencial","1"
"2025","Estagiário","Outra Opção","de 101 a 500","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor Farmaceutico","de 51 a 100","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Educação","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Freelancer","Educação","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empregado (CLT)","Telecomunicação","de 51 a 100","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Setor Automotivo","de 501 a 1.000","Modelo 100% presencial","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Servidor Público","Educação","de 51 a 100","Modelo 100% presencial","1"
"2025","Estagiário","Seguros ou Previdência","de 501 a 1.000","Modelo 100% presencial","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Finanças ou Bancos","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Internet/Ecommerce","de 501 a 1.000","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Varejo","de 1 a 5","Modelo 100% presencial","1"
"2025","Estagiário","Setor Alimentício","Acima de 3.000","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Indústria","de 51 a 100","Modelo 100% presencial","1"
"2025","Estagiário","Setor Alimentício","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Indústria","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Estagiário","Outra Opção","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Educação","de 501 a 1.000","Modelo 100% remoto","1"
"2025","Estagiário","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Área de Consultoria","de 6 a 10","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empregado (CLT)","Área de Consultoria","de 6 a 10","Modelo 100% presencial","1"
"2025","Estagiário","Área de Consultoria","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Internet/Ecommerce","de 1.001 a 3.000","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor Alimentício","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 11 a 50","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Setor de Energia","Acima de 3.000","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Setor de Energia","de 501 a 1.000","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Telecomunicação","de 1 a 5","Modelo 100% presencial","1"
"2025","Prefiro não informar","Indústria","de 1.001 a 3.000","Modelo 100% presencial","1"
"2025","Prefiro não informar","Outra Opção","de 501 a 1.000","Modelo 100% presencial","1"
"2025","Estagiário","Área de Consultoria","de 1.001 a 3.000","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Indústria","de 1 a 5","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Modelo 100% presencial","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Setor Alimentício","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empregado (CLT)","Agronegócios","de 51 a 100","Modelo 100% presencial","1"
"2025","Freelancer","Setor de Energia","de 101 a 500","Modelo 100% remoto","1"
"2025","Estagiário","Outra Opção","de 501 a 1.000","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Seguros ou Previdência","de 501 a 1.000","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Marketing","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Estagiário","Indústria","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Setor de Energia","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Servidor Público","Outra Opção","de 101 a 500","Modelo 100% remoto","1"
"2025","Estagiário","Marketing","de 51 a 100","Modelo 100% remoto","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Setor Imobiliário/ Construção Civil","de 101 a 500","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor Imobiliário/ Construção Civil","Acima de 3.000","Modelo 100% presencial","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Tecnologia/Fábrica de Software","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Freelancer","Agronegócios","de 1 a 5","Modelo 100% remoto","1"
"2025","Servidor Público","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Internet/Ecommerce","de 1 a 5","Modelo 100% presencial","1"
"2025","Estagiário","Área da Saúde","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empregado (CLT)","Filantropia/ONG's","Acima de 3.000","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Internet/Ecommerce","de 1.001 a 3.000","Modelo 100% presencial","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Finanças ou Bancos","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empregado (CLT)","Setor Farmaceutico","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Telecomunicação","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Indústria","Acima de 3.000","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor Alimentício","de 101 a 500","Modelo 100% remoto","1"
"2025","Estagiário","Setor Automotivo","Acima de 3.000","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Prefiro não informar","Área de Consultoria","de 1 a 5","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Telecomunicação","de 501 a 1.000","Modelo 100% presencial","1"
"2025","Estagiário","Setor Público","de 1 a 5","Modelo 100% presencial","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Setor Alimentício","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Freelancer","Finanças ou Bancos","de 51 a 100","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Tecnologia/Fábrica de Software","de 1 a 5","Modelo 100% presencial","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Tecnologia/Fábrica de Software","de 51 a 100","Modelo 100% remoto","1"
"2025","Freelancer","Área da Saúde","de 1 a 5","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Educação","de 51 a 100","Modelo 100% remoto","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Setor Automotivo","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Servidor Público","Agronegócios","de 101 a 500","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 51 a 100","Modelo 100% presencial","1"
